weekend,rank,destination,airport,google_total,currency,passengers,outbound_example,outbound_stops,checked_at,google_search_url
20–23 Nov,1,Antalya,AYT,993.0,EUR,2,TK1760 LIS-IST 16:10-23:55 / TK2444 IST-AYT 02:05-03:35,1,2026-09-08T23:03:27+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNBWVQaHhIKMjAyNi0xMS0yMygBQBBqBRIDQVlUcgUSA0xJU0ICAQFIAYgBAZgBAQ&hl=en&gl=PT&curr=EUR
