weekend,rank,destination,airport,google_total,currency,passengers,outbound_example,outbound_stops,checked_at,google_search_url
23–25 Oct,17,Prague,PRG,309.0,EUR,1,TP934 LIS-ZRH 18:40-22:30 / LX1484 ZRH-PRG 07:20-08:40,1,2026-09-09T08:50:26+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMjMoAUAQagUSA0xJU3IFEgNQUkcaHhIKMjAyNi0xMC0yNSgBQA5qBRIDUFJHcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
23–25 Oct,18,Zagreb,ZAG,350.0,EUR,1,TK1760 LIS-IST 16:45-23:30 / TK1057 IST-ZAG 11:55-13:05,1,2026-09-09T08:50:25+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMjMoAUAQagUSA0xJU3IFEgNaQUcaHhIKMjAyNi0xMC0yNSgBQA5qBRIDWkFHcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
23–25 Oct,19,Tromsø,TOS,351.0,EUR,1,LX2087 LIS-ZRH 18:20-22:15 / WK318 ZRH-TOS 06:30-10:15,1,2026-09-09T08:50:22+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMjMoAUAQagUSA0xJU3IFEgNUT1MaHhIKMjAyNi0xMC0yNSgBQA5qBRIDVE9TcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
23–25 Oct,20,Bologna,BLQ,371.0,EUR,1,AF1195 LIS-CDG 18:50-22:20 / AF1228 CDG-BLQ 07:20-09:00,1,2026-09-09T08:50:24+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMjMoAUAQagUSA0xJU3IFEgNCTFEaHhIKMjAyNi0xMC0yNSgBQA5qBRIDQkxRcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
23–25 Oct,21,Glasgow,GLA,380.0,EUR,1,BA505 LIS-LHR 16:30-19:15 / BA1498 LHR-GLA 21:15-22:30,1,2026-09-09T08:50:25+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMjMoAUAQagUSA0xJU3IFEgNHTEEaHhIKMjAyNi0xMC0yNSgBQA5qBRIDR0xBcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
23–25 Oct,22,Bergen,BGO,427.0,EUR,1,AF1195 LIS-CDG 18:50-22:20 / AF1252 CDG-BGO 09:05-11:20,1,2026-09-09T08:50:28+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMjMoAUAQagUSA0xJU3IFEgNCR08aHhIKMjAyNi0xMC0yNSgBQA5qBRIDQkdPcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
23–25 Oct,23,Rovaniemi,RVN,432.0,EUR,1,AY1740 LIS-HEL 16:35-23:10 / AY531 HEL-RVN 07:05-08:20,1,2026-09-09T08:50:22+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMjMoAUAQagUSA0xJU3IFEgNSVk4aHhIKMjAyNi0xMC0yNSgBQA5qBRIDUlZOcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
23–25 Oct,24,Billund,BLL,434.0,EUR,1,LH1169 LIS-FRA 16:25-20:30 / LH836 FRA-BLL 08:30-09:50,1,2026-09-09T08:50:27+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMjMoAUAQagUSA0xJU3IFEgNCTEwaHhIKMjAyNi0xMC0yNSgBQA5qBRIDQkxMcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
23–25 Oct,25,Oslo,OSL,443.0,EUR,1,TK1760 LIS-IST 16:45-23:30 / TK1751 IST-OSL 07:10-10:00,1,2026-09-09T08:50:28+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMjMoAUAQagUSA0xJU3IFEgNPU0waHhIKMjAyNi0xMC0yNSgBQA5qBRIDT1NMcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
23–25 Oct,26,Split,SPU,447.0,EUR,1,TP934 LIS-ZRH 18:40-22:30 / WK438 ZRH-SPU 11:30-13:00,1,2026-09-09T08:50:26+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMjMoAUAQagUSA0xJU3IFEgNTUFUaHhIKMjAyNi0xMC0yNSgBQA5qBRIDU1BVcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
23–25 Oct,27,Edinburgh,EDI,471.0,EUR,1,BA505 LIS-LHR 16:30-19:15 / BA1464 LHR-EDI 20:40-22:00,1,2026-09-09T08:50:24+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMjMoAUAQagUSA0xJU3IFEgNFREkaHhIKMjAyNi0xMC0yNSgBQA5qBRIDRURJcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
23–25 Oct,28,Shannon / Cliffs of Moher,SNN,553.0,EUR,1,BA507 LIS-LHR 18:55-21:40 / EI385 LHR-SNN 14:20-15:50,1,2026-09-09T08:50:21+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMjMoAUAQagUSA0xJU3IFEgNTTk4aHhIKMjAyNi0xMC0yNSgBQA5qBRIDU05OcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
23–25 Oct,29,Genoa / Cinque Terre,GOA,568.0,EUR,1,TP838 LIS-FCO 20:25-00:25 / AZ1383 FCO-GOA 09:25-10:35,1,2026-09-09T08:50:23+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMjMoAUAQagUSA0xJU3IFEgNHT0EaHhIKMjAyNi0xMC0yNSgBQA5qBRIDR09BcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
23–25 Oct,30,Dubrovnik,DBV,578.0,EUR,1,TP934 LIS-ZRH 18:40-22:30 / LX2266 ZRH-DBV 17:00-18:40,1,2026-09-09T08:50:26+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMjMoAUAQagUSA0xJU3IFEgNEQlYaHhIKMjAyNi0xMC0yNSgBQA5qBRIDREJWcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
23–25 Oct,31,Pisa / Cinque Terre,PSA,647.0,EUR,1,LH1169 LIS-FRA 16:25-20:30 / EN8870 FRA-PSA 08:05-09:40,1,2026-09-09T08:50:22+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMjMoAUAQagUSA0xJU3IFEgNQU0EaHhIKMjAyNi0xMC0yNSgBQA5qBRIDUFNBcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
23–25 Oct,32,Reykjavík,KEF,1053.0,EUR,1,VY8465 LIS-BCN 22:10-01:05 / VY6038 BCN-KEF 17:25-20:00,1,2026-09-09T08:50:22+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMjMoAUAQagUSA0xJU3IFEgNLRUYaHhIKMjAyNi0xMC0yNSgBQA5qBRIDS0VGcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
30 Oct–2 Nov,1,Madeira,FNC,72.0,EUR,1,FR387 LIS-FNC 22:25-00:15,0,2026-09-09T08:50:29+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMzAoAUAUagUSA0xJU3IFEgNGTkMaHhIKMjAyNi0xMS0wMigBQBBqBRIDRk5DcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
30 Oct–2 Nov,2,Milan Malpensa,MXP,123.0,EUR,1,VY1155 LIS-BCN 21:05-23:59 / VY6042 BCN-MXP 10:45-12:25,1,2026-09-09T08:50:31+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMzAoAUAUagUSA0xJU3IFEgNNWFAaHhIKMjAyNi0xMS0wMigBQBBqBRIDTVhQcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
30 Oct–2 Nov,3,Rome,FCO,164.0,EUR,1,VY1155 LIS-BCN 21:05-23:59 / VY6006 BCN-FCO 10:05-11:50,1,2026-09-09T08:50:32+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMzAoAUAUagUSA0xJU3IFEgNGQ08aHhIKMjAyNi0xMS0wMigBQBBqBRIDRkNPcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
30 Oct–2 Nov,4,Venice,VCE,168.0,EUR,1,VY1155 LIS-BCN 21:05-23:59 / VY6090 BCN-VCE 07:20-09:10,1,2026-09-09T08:50:32+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMzAoAUAUagUSA0xJU3IFEgNWQ0UaHhIKMjAyNi0xMS0wMigBQBBqBRIDVkNFcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
30 Oct–2 Nov,5,Dublin,DUB,179.0,EUR,1,FR651 LIS-DUB 20:50-23:40,0,2026-09-09T08:50:29+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMzAoAUAUagUSA0xJU3IFEgNEVUIaHhIKMjAyNi0xMS0wMigBQBBqBRIDRFVCcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
30 Oct–2 Nov,6,London Gatwick,LGW,188.0,EUR,1,TP1938 LIS-OPO 23:30-00:30 / TP1328 OPO-LGW 07:05-09:25,1,2026-09-09T08:50:35+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMzAoAUAUagUSA0xJU3IFEgNMR1caHhIKMjAyNi0xMS0wMigBQBBqBRIDTEdXcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
30 Oct–2 Nov,7,Nice,NCE,200.0,EUR,1,TP484 LIS-NCE 20:40-00:10,0,2026-09-09T08:50:29+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMzAoAUAUagUSA0xJU3IFEgNOQ0UaHhIKMjAyNi0xMS0wMigBQBBqBRIDTkNFcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
30 Oct–2 Nov,8,Prague,PRG,237.0,EUR,1,VY1155 LIS-BCN 21:05-23:59 / VY1194 BCN-PRG 07:30-10:00,1,2026-09-09T08:50:34+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMzAoAUAUagUSA0xJU3IFEgNQUkcaHhIKMjAyNi0xMS0wMigBQBBqBRIDUFJHcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
30 Oct–2 Nov,9,Berlin,BER,272.0,EUR,1,VY1155 LIS-BCN 21:05-23:59 / VY1070 BCN-BER 07:00-09:45,1,2026-09-09T08:50:33+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMzAoAUAUagUSA0xJU3IFEgNCRVIaHhIKMjAyNi0xMS0wMigBQBBqBRIDQkVScgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
30 Oct–2 Nov,10,London Heathrow,LHR,302.0,EUR,1,VY1155 LIS-BCN 21:05-23:59 / VY7640 BCN-LHR 07:30-09:10,1,2026-09-09T08:50:35+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMzAoAUAUagUSA0xJU3IFEgNMSFIaHhIKMjAyNi0xMS0wMigBQBBqBRIDTEhScgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
30 Oct–2 Nov,11,Bologna,BLQ,396.0,EUR,1,TP838 LIS-FCO 20:00-00:05 / AZ1311 FCO-BLQ 09:15-10:20,1,2026-09-09T08:50:32+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMzAoAUAUagUSA0xJU3IFEgNCTFEaHhIKMjAyNi0xMS0wMigBQBBqBRIDQkxRcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
30 Oct–2 Nov,12,Split,SPU,430.0,EUR,1,TP838 LIS-FCO 20:00-00:05 / OU381 FCO-SPU 18:00-19:05,1,2026-09-09T08:50:33+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMzAoAUAUagUSA0xJU3IFEgNTUFUaHhIKMjAyNi0xMS0wMigBQBBqBRIDU1BVcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
30 Oct–2 Nov,13,Genoa / Cinque Terre,GOA,484.0,EUR,1,TP838 LIS-FCO 20:00-00:05 / AZ1383 FCO-GOA 09:25-10:35,1,2026-09-09T08:50:31+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMzAoAUAUagUSA0xJU3IFEgNHT0EaHhIKMjAyNi0xMS0wMigBQBBqBRIDR09BcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
30 Oct–2 Nov,14,Marrakech,RAK,490.0,EUR,1,IB538 LIS-MAD 20:45-23:10 / IB1857 MAD-RAK 19:10-20:10,1,2026-09-09T08:50:30+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTAtMzAoAUAUagUSA0xJU3IFEgNSQUsaHhIKMjAyNi0xMS0wMigBQBBqBRIDUkFLcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,1,Madeira,FNC,53.0,EUR,1,FR387 LIS-FNC 22:25-00:15,0,2026-09-09T08:50:36+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNGTkMaHhIKMjAyNi0xMS0wOSgBQBBqBRIDRk5DcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,2,London Luton,LTN,65.0,EUR,1,U22462 LIS-LTN 18:50-21:35,0,2026-09-09T08:50:43+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNMVE4aHhIKMjAyNi0xMS0wOSgBQBBqBRIDTFROcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,3,London Stansted,STN,68.0,EUR,1,FR1883 LIS-STN 19:25-22:15,0,2026-09-09T08:50:43+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNTVE4aHhIKMjAyNi0xMS0wOSgBQBBqBRIDU1ROcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,4,London Gatwick,LGW,72.0,EUR,1,U28512 LIS-LGW 16:45-19:30,0,2026-09-09T08:50:42+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNMR1caHhIKMjAyNi0xMS0wOSgBQBBqBRIDTEdXcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,5,Nice,NCE,74.0,EUR,1,U27617 LIS-NCE 17:00-20:30,0,2026-09-09T08:50:36+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNOQ0UaHhIKMjAyNi0xMS0wOSgBQBBqBRIDTkNFcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,6,Milan Malpensa,MXP,91.0,EUR,1,U27697 LIS-MXP 16:35-20:20,0,2026-09-09T08:50:39+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNNWFAaHhIKMjAyNi0xMS0wOSgBQBBqBRIDTVhQcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,7,Dublin,DUB,96.0,EUR,1,FR651 LIS-DUB 20:50-23:40,0,2026-09-09T08:50:36+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNEVUIaHhIKMjAyNi0xMS0wOSgBQBBqBRIDRFVCcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,8,Rome,FCO,140.0,EUR,1,TP838 LIS-FCO 20:00-00:05,0,2026-09-09T08:50:39+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNGQ08aHhIKMjAyNi0xMS0wOSgBQBBqBRIDRkNPcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,9,Venice,VCE,149.0,EUR,1,VY1155 LIS-BCN 21:05-23:59 / VY6090 BCN-VCE 07:20-09:10,1,2026-09-09T08:50:39+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNWQ0UaHhIKMjAyNi0xMS0wOSgBQBBqBRIDVkNFcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,10,Agadir,AGA,155.0,EUR,1,AT983 LIS-CMN 17:55-19:20 / AT429 CMN-AGA 21:00-22:25,1,2026-09-09T08:50:37+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNBR0EaHhIKMjAyNi0xMS0wOSgBQBBqBRIDQUdBcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,11,Marrakech,RAK,155.0,EUR,1,AT983 LIS-CMN 17:55-19:20 / AT403 CMN-RAK 22:05-22:55,1,2026-09-09T08:50:37+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNSQUsaHhIKMjAyNi0xMS0wOSgBQBBqBRIDUkFLcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,12,Berlin,BER,160.0,EUR,1,VY1155 LIS-BCN 21:05-23:59 / VY1070 BCN-BER 07:00-09:45,1,2026-09-09T08:50:40+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNCRVIaHhIKMjAyNi0xMS0wOSgBQBBqBRIDQkVScgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,13,London Heathrow,LHR,164.0,EUR,1,VY1155 LIS-BCN 21:05-23:59 / VY7640 BCN-LHR 07:30-09:10,1,2026-09-09T08:50:42+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNMSFIaHhIKMjAyNi0xMS0wOSgBQBBqBRIDTEhScgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,14,Bologna,BLQ,166.0,EUR,1,AF1625 LIS-CDG 16:10-19:50 / AF1028 CDG-BLQ 21:20-23:05,1,2026-09-09T08:50:39+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNCTFEaHhIKMjAyNi0xMS0wOSgBQBBqBRIDQkxRcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,15,Copenhagen,CPH,175.0,EUR,1,AF1625 LIS-CDG 16:10-19:50 / AF1350 CDG-CPH 21:00-23:00,1,2026-09-09T08:50:42+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNDUEgaHhIKMjAyNi0xMS0wOSgBQBBqBRIDQ1BIcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,16,Prague,PRG,191.0,EUR,1,VY1155 LIS-BCN 21:05-23:59 / VY1194 BCN-PRG 07:30-10:00,1,2026-09-09T08:50:41+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNQUkcaHhIKMjAyNi0xMS0wOSgBQBBqBRIDUFJHcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,17,Oslo,OSL,196.0,EUR,1,AF1625 LIS-CDG 16:10-19:50 / AF1274 CDG-OSL 20:50-23:20,1,2026-09-09T08:50:43+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNPU0waHhIKMjAyNi0xMS0wOSgBQBBqBRIDT1NMcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,18,Casablanca,CMN,216.0,EUR,1,AF1195 LIS-CDG 18:30-22:10 / AF1896 CDG-CMN 07:10-09:20,1,2026-09-09T08:50:37+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNDTU4aHhIKMjAyNi0xMS0wOSgBQBBqBRIDQ01OcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,19,Zagreb,ZAG,257.0,EUR,1,AF1195 LIS-CDG 18:30-22:10 / AF1560 CDG-ZAG 10:00-12:00,1,2026-09-09T08:50:40+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNaQUcaHhIKMjAyNi0xMS0wOSgBQBBqBRIDWkFHcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,20,Edinburgh,EDI,267.0,EUR,1,AF1195 LIS-CDG 18:30-22:10 / AF1686 CDG-EDI 09:40-10:30,1,2026-09-09T08:50:40+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNFREkaHhIKMjAyNi0xMS0wOSgBQBBqBRIDRURJcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,21,Glasgow,GLA,281.0,EUR,1,BA511 LIS-LHR 18:55-21:40 / BA1470 LHR-GLA 06:25-07:50,1,2026-09-09T08:50:40+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNHTEEaHhIKMjAyNi0xMS0wOSgBQBBqBRIDR0xBcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,22,Billund,BLL,367.0,EUR,1,TP574 LIS-FRA 18:25-22:40 / LH836 FRA-BLL 08:30-09:50,1,2026-09-09T08:50:42+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNCTEwaHhIKMjAyNi0xMS0wOSgBQBBqBRIDQkxMcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,23,Rovaniemi,RVN,395.0,EUR,1,AY1740 LIS-HEL 16:10-22:50 / AY531 HEL-RVN 07:05-08:30,1,2026-09-09T08:50:38+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNSVk4aHhIKMjAyNi0xMS0wOSgBQBBqBRIDUlZOcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,24,Shannon / Cliffs of Moher,SNN,440.0,EUR,1,BA511 LIS-LHR 18:55-21:40 / EI381 LHR-SNN 10:00-11:30,1,2026-09-09T08:50:36+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNTTk4aHhIKMjAyNi0xMS0wOSgBQBBqBRIDU05OcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,25,Split,SPU,461.0,EUR,1,TP934 LIS-ZRH 18:40-22:35 / OU463 ZRH-SPU 14:30-15:55,1,2026-09-09T08:50:41+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNTUFUaHhIKMjAyNi0xMS0wOSgBQBBqBRIDU1BVcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,26,Genoa / Cinque Terre,GOA,494.0,EUR,1,TP838 LIS-FCO 20:00-00:05 / AZ1383 FCO-GOA 09:25-10:35,1,2026-09-09T08:50:38+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNHT0EaHhIKMjAyNi0xMS0wOSgBQBBqBRIDR09BcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,27,Tromsø,TOS,499.0,EUR,1,TP556 LIS-MUC 18:50-23:05 / LH2450 MUC-TOS 08:30-12:15,1,2026-09-09T08:50:38+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNUT1MaHhIKMjAyNi0xMS0wOSgBQBBqBRIDVE9TcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,28,Bergen,BGO,527.0,EUR,1,SK2802 LIS-CPH 16:55-21:35 / SK2870 CPH-BGO 23:00-00:25,1,2026-09-09T08:50:43+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNCR08aHhIKMjAyNi0xMS0wOSgBQBBqBRIDQkdPcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
6–9 Nov,29,Reykjavík,KEF,621.0,EUR,1,SK2802 LIS-CPH 16:55-21:35 / SK595 CPH-KEF 08:15-10:50,1,2026-09-09T08:50:38+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMDYoAUAQagUSA0xJU3IFEgNLRUYaHhIKMjAyNi0xMS0wOSgBQBBqBRIDS0VGcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,1,Madeira,FNC,58.0,EUR,1,U27621 LIS-FNC 17:45-19:35,0,2026-09-09T08:50:44+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNGTkMaHhIKMjAyNi0xMS0yMygBQBBqBRIDRk5DcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,2,Milan Malpensa,MXP,69.0,EUR,1,U27697 LIS-MXP 16:35-20:20,0,2026-09-09T08:50:47+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNNWFAaHhIKMjAyNi0xMS0yMygBQBBqBRIDTVhQcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
