weekend,rank,destination,airport,google_total,currency,passengers,outbound_example,outbound_stops,checked_at,google_search_url
4–7 Dec,9,Agadir,AGA,177.0,EUR,1,AT983 LIS-CMN 17:55-19:20 / AT423 CMN-AGA 10:00-11:25,1,2026-09-09T08:51:03+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNBR0EaHhIKMjAyNi0xMi0wNygBQBBqBRIDQUdBcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,10,Rome,FCO,180.0,EUR,1,TP838 LIS-FCO 20:00-00:05,0,2026-09-09T08:51:05+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNGQ08aHhIKMjAyNi0xMi0wNygBQBBqBRIDRkNPcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,11,London Heathrow,LHR,186.0,EUR,1,BA511 LIS-LHR 18:55-21:40,0,2026-09-09T08:51:09+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNMSFIaHhIKMjAyNi0xMi0wNygBQBBqBRIDTEhScgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,12,Bologna,BLQ,190.0,EUR,1,AF1625 LIS-CDG 16:10-19:50 / AF1028 CDG-BLQ 21:20-23:05,1,2026-09-09T08:51:05+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNCTFEaHhIKMjAyNi0xMi0wNygBQBBqBRIDQkxRcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,13,Venice,VCE,208.0,EUR,1,AF1195 LIS-CDG 18:30-22:10 / AF1426 CDG-VCE 09:25-11:10,1,2026-09-09T08:51:06+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNWQ0UaHhIKMjAyNi0xMi0wNygBQBBqBRIDVkNFcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,14,Berlin,BER,213.0,EUR,1,AF1195 LIS-CDG 18:30-22:10 / AF1434 CDG-BER 07:15-09:05,1,2026-09-09T08:51:07+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNCRVIaHhIKMjAyNi0xMi0wNygBQBBqBRIDQkVScgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,15,Oslo,OSL,224.0,EUR,1,AF1625 LIS-CDG 16:10-19:50 / AF1274 CDG-OSL 20:50-23:20,1,2026-09-09T08:51:09+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNPU0waHhIKMjAyNi0xMi0wNygBQBBqBRIDT1NMcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,16,Glasgow,GLA,275.0,EUR,1,BA511 LIS-LHR 18:55-21:40 / BA1470 LHR-GLA 06:25-07:50,1,2026-09-09T08:51:06+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNHTEEaHhIKMjAyNi0xMi0wNygBQBBqBRIDR0xBcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,17,Naples,NAP,275.0,EUR,1,TP934 LIS-ZRH 18:40-22:35 / LX1710 ZRH-NAP 07:15-09:00,1,2026-09-09T08:51:05+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNOQVAaHhIKMjAyNi0xMi0wNygBQBBqBRIDTkFQcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,18,Edinburgh,EDI,280.0,EUR,1,BA511 LIS-LHR 18:55-21:40 / BA1442 LHR-EDI 08:55-10:25,1,2026-09-09T08:51:06+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNFREkaHhIKMjAyNi0xMi0wNygBQBBqBRIDRURJcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,19,Prague,PRG,281.0,EUR,1,AF1625 LIS-CDG 16:10-19:50 / AF1582 CDG-PRG 20:55-22:40,1,2026-09-09T08:51:08+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNQUkcaHhIKMjAyNi0xMi0wNygBQBBqBRIDUFJHcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,20,Copenhagen,CPH,303.0,EUR,1,AF1625 LIS-CDG 16:10-19:50 / AF1350 CDG-CPH 21:00-23:00,1,2026-09-09T08:51:08+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNDUEgaHhIKMjAyNi0xMi0wNygBQBBqBRIDQ1BIcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,21,Casablanca,CMN,321.0,EUR,1,AF1195 LIS-CDG 18:30-22:10 / AF1896 CDG-CMN 07:10-09:20,1,2026-09-09T08:51:03+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNDTU4aHhIKMjAyNi0xMi0wNygBQBBqBRIDQ01OcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,22,Billund,BLL,367.0,EUR,1,TP574 LIS-FRA 18:25-22:40 / LH836 FRA-BLL 08:30-09:50,1,2026-09-09T08:51:08+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNCTEwaHhIKMjAyNi0xMi0wNygBQBBqBRIDQkxMcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,23,Genoa / Cinque Terre,GOA,398.0,EUR,1,TP838 LIS-FCO 20:00-00:05 / AZ1383 FCO-GOA 09:25-10:35,1,2026-09-09T08:51:04+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNHT0EaHhIKMjAyNi0xMi0wNygBQBBqBRIDR09BcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,24,Zagreb,ZAG,409.0,EUR,1,TP574 LIS-FRA 18:25-22:40 / OU417 FRA-ZAG 09:30-10:55,1,2026-09-09T08:51:07+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNaQUcaHhIKMjAyNi0xMi0wNygBQBBqBRIDWkFHcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,25,Split,SPU,431.0,EUR,1,TP934 LIS-ZRH 18:40-22:35 / OU463 ZRH-SPU 14:30-15:55,1,2026-09-09T08:51:07+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNTUFUaHhIKMjAyNi0xMi0wNygBQBBqBRIDU1BVcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,26,Bergen,BGO,503.0,EUR,1,SK2802 LIS-CPH 16:55-21:35 / SK2870 CPH-BGO 23:00-00:25,1,2026-09-09T08:51:10+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNCR08aHhIKMjAyNi0xMi0wNygBQBBqBRIDQkdPcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,27,Rovaniemi,RVN,575.0,EUR,1,AY1740 LIS-HEL 16:10-22:50 / AY531 HEL-RVN 07:05-08:30,1,2026-09-09T08:51:04+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNSVk4aHhIKMjAyNi0xMi0wNygBQBBqBRIDUlZOcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,28,Reykjavík,KEF,620.0,EUR,1,SK2802 LIS-CPH 16:55-21:35 / SK595 CPH-KEF 08:15-10:50,1,2026-09-09T08:51:04+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNLRUYaHhIKMjAyNi0xMi0wNygBQBBqBRIDS0VGcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,29,Tromsø,TOS,740.0,EUR,1,TP556 LIS-MUC 18:50-23:05 / LH2450 MUC-TOS 08:30-12:15,1,2026-09-09T08:51:03+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNUT1MaHhIKMjAyNi0xMi0wNygBQBBqBRIDVE9TcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,1,Madeira,FNC,58.0,EUR,1,U27621 LIS-FNC 17:45-19:35,0,2026-09-09T08:51:10+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNGTkMaHhIKMjAyNi0xMi0xNCgBQA5qBRIDRk5DcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,2,Milan Malpensa,MXP,62.0,EUR,1,U27697 LIS-MXP 16:35-20:20,0,2026-09-09T08:51:13+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNNWFAaHhIKMjAyNi0xMi0xNCgBQA5qBRIDTVhQcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,3,Marrakech,RAK,70.0,EUR,1,U27675 LIS-RAK 13:25-15:05,0,2026-09-09T08:51:11+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNSQUsaHhIKMjAyNi0xMi0xNCgBQA5qBRIDUkFLcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,4,Nice,NCE,73.0,EUR,1,U27617 LIS-NCE 17:00-20:30,0,2026-09-09T08:51:10+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNOQ0UaHhIKMjAyNi0xMi0xNCgBQA5qBRIDTkNFcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,5,Rome,FCO,84.0,EUR,1,FR9904 LIS-FCO 20:40-00:40,0,2026-09-09T08:51:13+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNGQ08aHhIKMjAyNi0xMi0xNCgBQA5qBRIDRkNPcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,6,Dublin,DUB,88.0,EUR,1,FR673 LIS-DUB 11:25-14:15,0,2026-09-09T08:51:10+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNEVUIaHhIKMjAyNi0xMi0xNCgBQA5qBRIDRFVCcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,7,London Stansted,STN,90.0,EUR,1,FR1883 LIS-STN 19:25-22:15,0,2026-09-09T08:51:18+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNTVE4aHhIKMjAyNi0xMi0xNCgBQA5qBRIDU1ROcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,8,London Gatwick,LGW,98.0,EUR,1,U28518 LIS-LGW 19:50-22:35,0,2026-09-09T08:51:18+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNMR1caHhIKMjAyNi0xMi0xNCgBQA5qBRIDTEdXcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,9,London Luton,LTN,98.0,EUR,1,U22460 LIS-LTN 11:15-14:05,0,2026-09-09T08:51:18+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNMVE4aHhIKMjAyNi0xMi0xNCgBQA5qBRIDTFROcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,10,Venice,VCE,110.0,EUR,1,UX1160 LIS-MAD 20:05-22:20 / UX1081 MAD-VCE 06:50-09:20,1,2026-09-09T08:51:14+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNWQ0UaHhIKMjAyNi0xMi0xNCgBQA5qBRIDVkNFcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,11,Naples,NAP,137.0,EUR,1,VY1155 LIS-BCN 21:05-23:59 / VY2720 BCN-NAP 11:15-13:10,1,2026-09-09T08:51:14+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNOQVAaHhIKMjAyNi0xMi0xNCgBQA5qBRIDTkFQcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,12,Berlin,BER,163.0,EUR,1,LH1779 LIS-MUC 14:20-18:25 / LH1966 MUC-BER 21:30-22:40,1,2026-09-09T08:51:15+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNCRVIaHhIKMjAyNi0xMi0xNCgBQA5qBRIDQkVScgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,13,Bologna,BLQ,165.0,EUR,1,LH1779 LIS-MUC 14:20-18:25 / EN2176 MUC-BLQ 22:05-23:10,1,2026-09-09T08:51:14+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNCTFEaHhIKMjAyNi0xMi0xNCgBQA5qBRIDQkxRcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,14,London Heathrow,LHR,170.0,EUR,1,BA511 LIS-LHR 18:55-21:40,0,2026-09-09T08:51:17+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNMSFIaHhIKMjAyNi0xMi0xNCgBQA5qBRIDTEhScgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,15,Copenhagen,CPH,177.0,EUR,1,AF1195 LIS-CDG 18:30-22:10 / AF1750 CDG-CPH 07:10-09:10,1,2026-09-09T08:51:17+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNDUEgaHhIKMjAyNi0xMi0xNCgBQA5qBRIDQ1BIcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,16,Casablanca,CMN,188.0,EUR,1,AF1195 LIS-CDG 18:30-22:10 / AF1896 CDG-CMN 07:10-09:20,1,2026-09-09T08:51:11+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNDTU4aHhIKMjAyNi0xMi0xNCgBQA5qBRIDQ01OcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,17,Oslo,OSL,197.0,EUR,1,AF1625 LIS-CDG 16:10-19:50 / AF1274 CDG-OSL 20:50-23:20,1,2026-09-09T08:51:18+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNPU0waHhIKMjAyNi0xMi0xNCgBQA5qBRIDT1NMcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,18,Agadir,AGA,198.0,EUR,1,AT983 LIS-CMN 17:55-19:20 / AT431 CMN-AGA 21:55-22:55,1,2026-09-09T08:51:12+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNBR0EaHhIKMjAyNi0xMi0xNCgBQA5qBRIDQUdBcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,19,Prague,PRG,207.0,EUR,1,LH1779 LIS-MUC 14:20-18:25 / LH1694 MUC-PRG 21:50-22:40,1,2026-09-09T08:51:17+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNQUkcaHhIKMjAyNi0xMi0xNCgBQA5qBRIDUFJHcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,20,Billund,BLL,237.0,EUR,1,AF1025 LIS-CDG 12:25-16:00 / AF1764 CDG-BLL 20:00-21:45,1,2026-09-09T08:51:17+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNCTEwaHhIKMjAyNi0xMi0xNCgBQA5qBRIDQkxMcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,21,Edinburgh,EDI,240.0,EUR,1,KL1584 LIS-AMS 15:35-19:30 / KL933 AMS-EDI 22:40-23:05,1,2026-09-09T08:51:15+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNFREkaHhIKMjAyNi0xMi0xNCgBQA5qBRIDRURJcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,22,Glasgow,GLA,254.0,EUR,1,BA505 LIS-LHR 12:55-15:50 / BA1490 LHR-GLA 18:10-19:35,1,2026-09-09T08:51:15+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNHTEEaHhIKMjAyNi0xMi0xNCgBQA5qBRIDR0xBcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,23,Zagreb,ZAG,257.0,EUR,1,AF1195 LIS-CDG 18:30-22:10 / AF1560 CDG-ZAG 10:00-12:00,1,2026-09-09T08:51:16+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNaQUcaHhIKMjAyNi0xMi0xNCgBQA5qBRIDWkFHcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,24,Bergen,BGO,268.0,EUR,1,KL1584 LIS-AMS 15:35-19:30 / KL1171 AMS-BGO 21:45-23:25,1,2026-09-09T08:51:18+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNCR08aHhIKMjAyNi0xMi0xNCgBQA5qBRIDQkdPcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,25,Split,SPU,353.0,EUR,1,LH1169 LIS-FRA 15:45-19:45 / OU413 FRA-SPU 12:05-13:45,1,2026-09-09T08:51:16+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNTUFUaHhIKMjAyNi0xMi0xNCgBQA5qBRIDU1BVcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,26,Genoa / Cinque Terre,GOA,384.0,EUR,1,TP838 LIS-FCO 20:00-00:05 / AZ1383 FCO-GOA 09:25-10:35,1,2026-09-09T08:51:13+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNHT0EaHhIKMjAyNi0xMi0xNCgBQA5qBRIDR09BcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,27,Reykjavík,KEF,460.0,EUR,1,KL1580 LIS-AMS 11:30-15:30 / FI505 AMS-KEF 20:20-22:50,1,2026-09-09T08:51:12+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNLRUYaHhIKMjAyNi0xMi0xNCgBQA5qBRIDS0VGcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,28,Tromsø,TOS,561.0,EUR,1,EW9603 LIS-DUS 13:30-17:25 / EW9250 DUS-TOS 14:35-17:55,1,2026-09-09T08:51:12+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNUT1MaHhIKMjAyNi0xMi0xNCgBQA5qBRIDVE9TcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
11–14 Dec,29,Rovaniemi,RVN,572.0,EUR,1,AY1740 LIS-HEL 16:10-22:50 / AY539 HEL-RVN 23:35-01:00,1,2026-09-09T08:51:12+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTEoAUALagUSA0xJU3IFEgNSVk4aHhIKMjAyNi0xMi0xNCgBQA5qBRIDUlZOcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,1,Marrakech,RAK,82.0,EUR,1,U27675 LIS-RAK 17:00-18:35,0,2026-09-09T08:51:21+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNSQUsaHhIKMjAyNi0xMi0yMygBQAxqBRIDUkFLcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,2,Madeira,FNC,126.0,EUR,1,U27635 LIS-FNC 18:50-20:40,0,2026-09-09T08:51:20+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNGTkMaHhIKMjAyNi0xMi0yMygBQAxqBRIDRk5DcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,3,Milan Malpensa,MXP,129.0,EUR,1,U23876 LIS-MXP 19:10-22:55,0,2026-09-09T08:51:23+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNNWFAaHhIKMjAyNi0xMi0yMygBQAxqBRIDTVhQcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,4,London Stansted,STN,165.0,EUR,1,FR1883 LIS-STN 17:30-20:20,0,2026-09-09T08:51:28+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNTVE4aHhIKMjAyNi0xMi0yMygBQAxqBRIDU1ROcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,5,Naples,NAP,167.0,EUR,1,VY1153 LIS-BCN 19:00-21:55 / VY6122 BCN-NAP 07:10-09:05,1,2026-09-09T08:51:23+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNOQVAaHhIKMjAyNi0xMi0yMygBQAxqBRIDTkFQcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,6,London Gatwick,LGW,184.0,EUR,1,U28518 LIS-LGW 19:50-22:35,0,2026-09-09T08:51:27+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNMR1caHhIKMjAyNi0xMi0yMygBQAxqBRIDTEdXcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,7,Nice,NCE,187.0,EUR,1,VY1153 LIS-BCN 19:00-21:55 / VY8134 BCN-NCE 07:00-08:20,1,2026-09-09T08:51:20+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNOQ0UaHhIKMjAyNi0xMi0yMygBQAxqBRIDTkNFcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,8,Rome,FCO,202.0,EUR,1,VY1153 LIS-BCN 19:00-21:55 / VY6000 BCN-FCO 07:10-09:00,1,2026-09-09T08:51:23+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNGQ08aHhIKMjAyNi0xMi0yMygBQAxqBRIDRkNPcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,9,London Luton,LTN,213.0,EUR,1,U22462 LIS-LTN 19:35-22:20,0,2026-09-09T08:51:28+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNMVE4aHhIKMjAyNi0xMi0yMygBQAxqBRIDTFROcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,10,Prague,PRG,215.0,EUR,1,JU563 LIS-BEG 17:20-22:05 / JU170 BEG-PRG 06:30-08:40,1,2026-09-09T08:51:26+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNQUkcaHhIKMjAyNi0xMi0yMygBQAxqBRIDUFJHcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,11,London Heathrow,LHR,236.0,EUR,1,BA511 LIS-LHR 18:35-21:20,0,2026-09-09T08:51:27+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNMSFIaHhIKMjAyNi0xMi0yMygBQAxqBRIDTEhScgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,12,Zagreb,ZAG,238.0,EUR,1,JU563 LIS-BEG 17:20-22:05 / JU600 BEG-ZAG 07:45-09:00,1,2026-09-09T08:51:25+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNaQUcaHhIKMjAyNi0xMi0yMygBQAxqBRIDWkFHcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,13,Berlin,BER,240.0,EUR,1,VY1153 LIS-BCN 19:00-21:55 / VY1070 BCN-BER 07:00-09:45,1,2026-09-09T08:51:25+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNCRVIaHhIKMjAyNi0xMi0yMygBQAxqBRIDQkVScgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
